year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,AR,Jefferson,05069,Mammography use among women aged 50-74 years,75.0,Age-adjusted prevalence,05069
2022,AR,Jefferson,05069,Mammography use among women aged 50-74 years,76.1,Crude prevalence,05069
2022,AR,Johnson,05071,Mammography use among women aged 50-74 years,68.4,Age-adjusted prevalence,05071
2022,AR,Johnson,05071,Mammography use among women aged 50-74 years,68.0,Crude prevalence,05071
2022,AR,Lafayette,05073,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,05073
2022,AR,Lafayette,05073,Mammography use among women aged 50-74 years,70.3,Crude prevalence,05073
2022,AR,Lawrence,05075,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,05075
2022,AR,Lawrence,05075,Mammography use among women aged 50-74 years,71.6,Crude prevalence,05075
2022,AR,Lee,05077,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,05077
2022,AR,Lee,05077,Mammography use among women aged 50-74 years,73.3,Crude prevalence,05077
2022,AR,Lincoln,05079,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,05079
2022,AR,Lincoln,05079,Mammography use among women aged 50-74 years,71.3,Crude prevalence,05079
2022,AR,Little River,05081,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,05081
2022,AR,Little River,05081,Mammography use among women aged 50-74 years,72.0,Crude prevalence,05081
2022,AR,Logan,05083,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,05083
2022,AR,Logan,05083,Mammography use among women aged 50-74 years,71.3,Crude prevalence,05083
2022,AR,Lonoke,05085,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,05085
2022,AR,Lonoke,05085,Mammography use among women aged 50-74 years,72.3,Crude prevalence,05085
2022,AR,Madison,05087,Mammography use among women aged 50-74 years,66.0,Age-adjusted prevalence,05087
2022,AR,Madison,05087,Mammography use among women aged 50-74 years,67.5,Crude prevalence,05087
2022,AR,Marion,05089,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,05089
2022,AR,Marion,05089,Mammography use among women aged 50-74 years,71.3,Crude prevalence,05089
2022,AR,Miller,05091,Mammography use among women aged 50-74 years,68.8,Age-adjusted prevalence,05091
2022,AR,Miller,05091,Mammography use among women aged 50-74 years,69.3,Crude prevalence,05091
2022,AR,Mississippi,05093,Mammography use among women aged 50-74 years,75.5,Age-adjusted prevalence,05093
2022,AR,Mississippi,05093,Mammography use among women aged 50-74 years,75.8,Crude prevalence,05093
2022,AR,Monroe,05095,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,05095
2022,AR,Monroe,05095,Mammography use among women aged 50-74 years,71.8,Crude prevalence,05095
2022,AR,Montgomery,05097,Mammography use among women aged 50-74 years,64.0,Age-adjusted prevalence,05097
2022,AR,Montgomery,05097,Mammography use among women aged 50-74 years,65.7,Crude prevalence,05097
2022,AR,Nevada,05099,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,05099
2022,AR,Nevada,05099,Mammography use among women aged 50-74 years,73.2,Crude prevalence,05099
2022,AR,Newton,05101,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,05101
2022,AR,Newton,05101,Mammography use among women aged 50-74 years,71.4,Crude prevalence,05101
2022,AR,Ouachita,05103,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,05103
2022,AR,Ouachita,05103,Mammography use among women aged 50-74 years,73.1,Crude prevalence,05103
2022,AR,Perry,05105,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,05105
2022,AR,Perry,05105,Mammography use among women aged 50-74 years,71.2,Crude prevalence,05105
2022,AR,Phillips,05107,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,05107
2022,AR,Phillips,05107,Mammography use among women aged 50-74 years,70.2,Crude prevalence,05107
2022,AR,Pike,05109,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,05109
2022,AR,Pike,05109,Mammography use among women aged 50-74 years,69.7,Crude prevalence,05109
2022,AR,Poinsett,05111,Mammography use among women aged 50-74 years,66.5,Age-adjusted prevalence,05111
2022,AR,Poinsett,05111,Mammography use among women aged 50-74 years,67.1,Crude prevalence,05111
2022,AR,Polk,05113,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,05113
2022,AR,Polk,05113,Mammography use among women aged 50-74 years,72.1,Crude prevalence,05113
2022,AR,Pope,05115,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,05115
2022,AR,Pope,05115,Mammography use among women aged 50-74 years,71.8,Crude prevalence,05115
2022,AR,Prairie,05117,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,05117
2022,AR,Prairie,05117,Mammography use among women aged 50-74 years,71.8,Crude prevalence,05117
2022,AR,Pulaski,05119,Mammography use among women aged 50-74 years,74.6,Age-adjusted prevalence,05119
2022,AR,Pulaski,05119,Mammography use among women aged 50-74 years,74.9,Crude prevalence,05119
2022,AR,Randolph,05121,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,05121
2022,AR,Randolph,05121,Mammography use among women aged 50-74 years,69.5,Crude prevalence,05121
2022,AR,St. Francis,05123,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,05123
2022,AR,St. Francis,05123,Mammography use among women aged 50-74 years,73.5,Crude prevalence,05123
2022,AR,Saline,05125,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,05125
2022,AR,Saline,05125,Mammography use among women aged 50-74 years,73.8,Crude prevalence,05125
2022,AR,Scott,05127,Mammography use among women aged 50-74 years,64.8,Age-adjusted prevalence,05127
2022,AR,Scott,05127,Mammography use among women aged 50-74 years,65.3,Crude prevalence,05127
2022,AR,Searcy,05129,Mammography use among women aged 50-74 years,66.2,Age-adjusted prevalence,05129
2022,AR,Searcy,05129,Mammography use among women aged 50-74 years,67.0,Crude prevalence,05129
2022,AR,Sebastian,05131,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,05131
2022,AR,Sebastian,05131,Mammography use among women aged 50-74 years,72.3,Crude prevalence,05131
2022,AR,Sevier,05133,Mammography use among women aged 50-74 years,65.4,Age-adjusted prevalence,05133
2022,AR,Sevier,05133,Mammography use among women aged 50-74 years,65.4,Crude prevalence,05133
2022,AR,Sharp,05135,Mammography use among women aged 50-74 years,64.7,Age-adjusted prevalence,05135
2022,AR,Sharp,05135,Mammography use among women aged 50-74 years,65.5,Crude prevalence,05135
2022,AR,Stone,05137,Mammography use among women aged 50-74 years,68.5,Age-adjusted prevalence,05137
2022,AR,Stone,05137,Mammography use among women aged 50-74 years,69.5,Crude prevalence,05137
2022,AR,Union,05139,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,05139
2022,AR,Union,05139,Mammography use among women aged 50-74 years,69.1,Crude prevalence,05139
2022,AR,Van Buren,05141,Mammography use among women aged 50-74 years,68.1,Age-adjusted prevalence,05141
2022,AR,Van Buren,05141,Mammography use among women aged 50-74 years,69.3,Crude prevalence,05141
2022,AR,Washington,05143,Mammography use among women aged 50-74 years,65.4,Age-adjusted prevalence,05143
2022,AR,Washington,05143,Mammography use among women aged 50-74 years,66.7,Crude prevalence,05143
2022,AR,White,05145,Mammography use among women aged 50-74 years,68.6,Age-adjusted prevalence,05145
2022,AR,White,05145,Mammography use among women aged 50-74 years,69.2,Crude prevalence,05145
2022,AR,Woodruff,05147,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,05147
2022,AR,Woodruff,05147,Mammography use among women aged 50-74 years,71.6,Crude prevalence,05147
2022,AR,Yell,05149,Mammography use among women aged 50-74 years,68.6,Age-adjusted prevalence,05149
2022,AR,Yell,05149,Mammography use among women aged 50-74 years,68.7,Crude prevalence,05149
2022,CA,Alameda,06001,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,06001
2022,CA,Alameda,06001,Mammography use among women aged 50-74 years,74.5,Crude prevalence,06001
2022,CA,Alpine,06003,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,06003
2022,CA,Alpine,06003,Mammography use among women aged 50-74 years,74.5,Crude prevalence,06003
2022,CA,Amador,06005,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,06005
2022,CA,Amador,06005,Mammography use among women aged 50-74 years,76.4,Crude prevalence,06005
2022,CA,Butte,06007,Mammography use among women aged 50-74 years,73.1,Age-adjusted prevalence,06007
2022,CA,Butte,06007,Mammography use among women aged 50-74 years,74.3,Crude prevalence,06007
2022,CA,Calaveras,06009,Mammography use among women aged 50-74 years,73.6,Age-adjusted prevalence,06009
2022,CA,Calaveras,06009,Mammography use among women aged 50-74 years,74.8,Crude prevalence,06009
2022,CA,Colusa,06011,Mammography use among women aged 50-74 years,74.6,Age-adjusted prevalence,06011
2022,CA,Colusa,06011,Mammography use among women aged 50-74 years,75.0,Crude prevalence,06011
2022,CA,Contra Costa,06013,Mammography use among women aged 50-74 years,76.0,Age-adjusted prevalence,06013
2022,CA,Contra Costa,06013,Mammography use among women aged 50-74 years,75.9,Crude prevalence,06013
2022,CA,Del Norte,06015,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,06015
2022,CA,Del Norte,06015,Mammography use among women aged 50-74 years,73.6,Crude prevalence,06015
2022,CA,El Dorado,06017,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,06017
2022,CA,El Dorado,06017,Mammography use among women aged 50-74 years,76.6,Crude prevalence,06017
2022,CA,Fresno,06019,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,06019
2022,CA,Fresno,06019,Mammography use among women aged 50-74 years,71.6,Crude prevalence,06019
2022,CA,Glenn,06021,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,06021
2022,CA,Glenn,06021,Mammography use among women aged 50-74 years,72.2,Crude prevalence,06021
2022,CA,Humboldt,06023,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,06023
2022,CA,Humboldt,06023,Mammography use among women aged 50-74 years,72.5,Crude prevalence,06023
2022,CA,Imperial,06025,Mammography use among women aged 50-74 years,71.3,Age-adjusted prevalence,06025
2022,CA,Imperial,06025,Mammography use among women aged 50-74 years,71.8,Crude prevalence,06025
2022,CA,Inyo,06027,Mammography use among women aged 50-74 years,75.3,Age-adjusted prevalence,06027
2022,CA,Inyo,06027,Mammography use among women aged 50-74 years,75.5,Crude prevalence,06027
2022,CA,Kern,06029,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,06029
2022,CA,Kern,06029,Mammography use among women aged 50-74 years,73.4,Crude prevalence,06029
2022,CA,Kings,06031,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,06031
2022,CA,Kings,06031,Mammography use among women aged 50-74 years,73.0,Crude prevalence,06031
2022,CA,Lake,06033,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,06033
2022,CA,Lake,06033,Mammography use among women aged 50-74 years,72.7,Crude prevalence,06033
2022,CA,Lassen,06035,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,06035
2022,CA,Lassen,06035,Mammography use among women aged 50-74 years,73.0,Crude prevalence,06035
2022,CA,Los Angeles,06037,Mammography use among women aged 50-74 years,74.1,Age-adjusted prevalence,06037
2022,CA,Los Angeles,06037,Mammography use among women aged 50-74 years,74.4,Crude prevalence,06037
2022,CA,Madera,06039,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,06039
2022,CA,Madera,06039,Mammography use among women aged 50-74 years,73.0,Crude prevalence,06039
2022,CA,Marin,06041,Mammography use among women aged 50-74 years,77.4,Age-adjusted prevalence,06041
2022,CA,Marin,06041,Mammography use among women aged 50-74 years,78.3,Crude prevalence,06041
2022,CA,Mariposa,06043,Mammography use among women aged 50-74 years,67.8,Age-adjusted prevalence,06043
2022,CA,Mariposa,06043,Mammography use among women aged 50-74 years,70.3,Crude prevalence,06043
2022,CA,Mendocino,06045,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,06045
2022,CA,Mendocino,06045,Mammography use among women aged 50-74 years,74.3,Crude prevalence,06045
2022,CA,Merced,06047,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,06047
2022,CA,Merced,06047,Mammography use among women aged 50-74 years,68.9,Crude prevalence,06047
2022,CA,Modoc,06049,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,06049
2022,CA,Modoc,06049,Mammography use among women aged 50-74 years,74.5,Crude prevalence,06049
2022,CA,Mono,06051,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,06051
2022,CA,Mono,06051,Mammography use among women aged 50-74 years,77.4,Crude prevalence,06051
2022,CA,Monterey,06053,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,06053
2022,CA,Monterey,06053,Mammography use among women aged 50-74 years,72.6,Crude prevalence,06053
2022,CA,Napa,06055,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,06055
2022,CA,Napa,06055,Mammography use among women aged 50-74 years,73.8,Crude prevalence,06055
2022,CA,Nevada,06057,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,06057
2022,CA,Nevada,06057,Mammography use among women aged 50-74 years,76.9,Crude prevalence,06057
2022,CA,Orange,06059,Mammography use among women aged 50-74 years,79.4,Age-adjusted prevalence,06059
2022,CA,Orange,06059,Mammography use among women aged 50-74 years,79.6,Crude prevalence,06059
2022,CA,Placer,06061,Mammography use among women aged 50-74 years,79.2,Age-adjusted prevalence,06061
2022,CA,Placer,06061,Mammography use among women aged 50-74 years,80.0,Crude prevalence,06061
2022,CA,Plumas,06063,Mammography use among women aged 50-74 years,78.2,Age-adjusted prevalence,06063
2022,CA,Plumas,06063,Mammography use among women aged 50-74 years,80.2,Crude prevalence,06063
2022,CA,Riverside,06065,Mammography use among women aged 50-74 years,79.2,Age-adjusted prevalence,06065
2022,CA,Riverside,06065,Mammography use among women aged 50-74 years,79.5,Crude prevalence,06065
2022,CA,Sacramento,06067,Mammography use among women aged 50-74 years,71.4,Age-adjusted prevalence,06067
2022,CA,Sacramento,06067,Mammography use among women aged 50-74 years,71.7,Crude prevalence,06067
2022,CA,San Benito,06069,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,06069
2022,CA,San Benito,06069,Mammography use among women aged 50-74 years,74.6,Crude prevalence,06069
2022,CA,San Bernardino,06071,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,06071
2022,CA,San Bernardino,06071,Mammography use among women aged 50-74 years,73.9,Crude prevalence,06071
2022,CA,San Diego,06073,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,06073
2022,CA,San Diego,06073,Mammography use among women aged 50-74 years,76.3,Crude prevalence,06073
2022,CA,San Francisco,06075,Mammography use among women aged 50-74 years,78.2,Age-adjusted prevalence,06075
2022,CA,San Francisco,06075,Mammography use among women aged 50-74 years,78.6,Crude prevalence,06075
2022,CA,San Joaquin,06077,Mammography use among women aged 50-74 years,76.6,Age-adjusted prevalence,06077
2022,CA,San Joaquin,06077,Mammography use among women aged 50-74 years,76.6,Crude prevalence,06077
2022,CA,San Luis Obispo,06079,Mammography use among women aged 50-74 years,75.8,Age-adjusted prevalence,06079
2022,CA,San Luis Obispo,06079,Mammography use among women aged 50-74 years,76.6,Crude prevalence,06079
